frame,x,y,w,h,t,noX,noY,neX,neY,taX,taY,trk
524,283,792,46,88,-0.15,274,750,275,754,288,824,26
524,450,653,57,137,4.7,388,655,393,654,488,652,27
524,477,385,61,149,0.31,510,324,497,334,444,441,29
524,434,343,58,125,4.4,391,375,393,350,486,321,31
524,163,742,47,123,6.09,159,694,151,718,164,801,32
524,273,365,51,128,0.89,320,336,300,334,236,399,35
524,739,560,94,155,4.39,690,595,699,589,789,510,36
524,271,820,56,106,4.9,228,803,233,815,319,826,37
524,537,360,67,152,0.23,555,297,541,317,511,422,38
524,887,577,76,196,3.18,883,659,871,628,898,487,39
524,1134,663,69,110,3.19,1126,716,1127,710,1134,610,40
524,875,894,130,162,3.35,836,957,818,925,862,822,41
524,1470,680,58,163,3.21,1451,749,1473,724,1466,609,42
524,1120,351,68,182,1.71,1199,359,1181,351,1041,338,43
524,1323,381,71,166,5.0,1251,359,1276,355,1397,403,44
524,1558,727,79,190,3.23,1562,815,1575,797,1572,662,45
524,918,616,79,184,3.37,932,694,920,670,929,532,46
524,1264,408,70,183,5.14,1188,380,1213,372,1336,434,47
524,956,746,60,172,4.37,888,768,897,763,1027,713,48
524,1617,528,78,138,3.41,1605,590,1626,580,1648,478,49
524,1580,481,69,150,1.94,1642,507,1640,502,1560,453,50
524,1585,437,58,159,2.07,1642,483,1642,471,1565,406,51
524,1594,672,64,162,3.13,1604,744,1609,722,1578,598,52
524,1599,747,59,155,3.32,1581,813,1594,797,1608,674,53
524,1534,746,58,179,3.28,1521,820,1528,803,1541,666,54
524,1477,703,115,188,0.02,1506,617,1519,649,1492,779,55
524,1412,681,86,230,0.14,1426,577,1442,608,1444,740,56
524,1643,596,68,159,0.06,1660,531,1660,551,1640,661,57
524,1339,722,82,167,5.85,1296,665,1304,682,1382,786,58
524,1281,770,60,170,2.69,1311,847,1305,832,1254,699,59
524,1068,981,80,170,4.79,996,982,1016,996,1142,961,60
524,1319,610,62,190,4.07,1260,666,1278,645,1383,556,61
524,1328,809,86,162,5.51,1297,741,1314,760,1386,851,62
524,1299,877,68,106,2.3,1317,920,1326,886,1267,840,63
524,904,417,75,151,3.13,899,483,898,466,914,357,64
524,880,733,108,177,0.02,861,654,851,680,850,815,65
524,1011,939,134,185,5.33,928,930,942,952,1092,979,67
524,1011,939,134,185,5.33,965,862,994,870,1107,945,67
524,1034,902,69,182,5.27,965,862,994,870,1107,945,68
524,1087,1001,113,209,4.91,996,982,1016,996,1142,961,69
524,1087,1001,113,209,4.91,1006,1008,1033,1028,1148,1036,69
524,955,990,96,177,1.75,1023,1037,996,1024,875,958,70
524,1551,856,72,127,1.8,1609,868,1605,866,1508,844,71
524,1859,546,68,126,2.64,1882,591,1887,573,1848,494,72
524,1891,517,55,120,3.13,1908,566,1916,551,1879,467,73
524,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
524,1779,500,76,101,1.48,1822,484,1813,490,1740,488,75
524,1792,612,52,131,1.25,1846,594,1839,597,1778,616,76
524,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
524,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
524,44,1048,47,51,1.2,61,1036,50,1036,32,1076,81
524,21,492,42,91,3.14,16,531,12,517,12,450,166
524,795,433,136,95,4.66,762,470,784,471,836,381,194
524,209,818,58,131,1.83,261,847,240,842,157,808,219
524,38,325,43,91,0.03,30,292,30,294,31,351,344
524,349,562,64,132,3.34,342,625,336,608,349,502,202
524,180,681,40,98,0.06,180,642,178,647,177,718,346
524,124,290,40,59,4.6,102,302,103,292,141,280,350
524,52,731,33,53,1.96,77,737,74,736,36,725,353
524,1762,992,56,100,5.22,1727,968,1746,975,1805,999,356
524,26,794,40,48,1.57,45,805,32,805,6,795,360
524,19,969,38,79,3.12,20,1002,11,989,0,943,362
524,46,462,56,107,3.1,30,512,27,497,47,417,364
524,93,426,43,95,2.48,109,458,105,452,66,394,366
524,251,797,44,112,2.73,274,832,254,815,222,753,368
525,120,379,56,89,0.8,138,342,133,345,97,403,1
525,79,317,48,88,3.06,87,350,82,332,61,282,7
525,234,365,72,123,3.24,224,414,212,396,232,309,8
525,442,725,73,147,5.48,389,685,392,694,477,760,9
525,207,486,55,136,3.01,213,538,197,519,206,425,11
525,296,301,60,100,1.26,332,301,316,289,257,311,12
525,355,291,65,97,5.04,311,278,319,282,401,285,13
525,412,300,65,129,1.04,464,275,440,276,372,335,14
525,501,296,51,123,4.82,443,304,453,296,554,296,15
525,625,330,106,163,4.78,554,318,572,302,687,315,16
525,607,477,58,129,5.74,577,434,578,440,631,506,17
525,606,923,76,148,5.23,547,907,554,910,654,967,18
525,324,767,54,117,6.16,319,712,319,720,316,817,19
525,258,287,57,99,1.17,298,282,280,273,219,308,20
525,404,573,77,134,3.42,372,630,373,624,409,517,21
525,381,769,75,133,6.13,370,715,363,720,373,828,23
525,709,856,81,168,5.54,660,815,664,821,761,899,24
525,587,410,99,206,0.6,642,334,621,346,532,440,25
525,283,792,46,88,6.09,274,750,275,754,288,824,26
525,450,653,57,137,4.7,388,655,393,654,488,652,27
525,477,385,61,149,0.31,512,324,497,334,444,441,29
525,434,343,58,125,4.4,391,375,393,350,486,321,31
525,163,742,47,123,6.09,159,694,151,718,164,801,32
525,273,365,51,128,0.89,320,336,300,334,236,399,35
525,738,565,89,153,4.22,691,612,700,605,779,516,36
525,537,360,67,152,0.23,555,297,541,317,511,422,38
525,887,577,76,196,3.18,883,659,871,628,898,487,39
525,1134,663,69,110,3.19,1126,716,1127,710,1134,610,40
525,875,894,130,162,3.35,836,957,818,925,862,822,41
525,1470,680,58,163,3.21,1451,749,1473,724,1466,609,42
525,1120,351,68,182,1.71,1199,359,1181,351,1041,338,43
525,1323,381,71,166,5.0,1251,359,1276,355,1397,403,44
525,1559,727,80,190,3.23,1562,815,1575,797,1572,662,45
525,918,616,79,184,3.37,932,694,920,670,929,532,46
525,1264,408,70,183,5.14,1188,380,1213,372,1336,434,47
525,956,738,60,172,4.19,895,772,902,766,1028,707,48
525,1616,531,78,132,3.41,1605,590,1626,580,1648,478,49
525,1580,481,69,150,1.94,1640,509,1639,501,1560,453,50
525,1585,436,60,159,2.07,1644,479,1640,470,1564,405,51
525,1594,672,64,162,3.13,1604,744,1609,722,1580,598,52
525,1599,747,59,155,3.32,1581,813,1594,797,1608,674,53
525,1534,746,58,179,3.28,1521,820,1528,803,1541,666,54
525,1477,703,115,188,0.02,1506,617,1519,649,1492,779,55
525,1412,681,86,230,0.14,1426,577,1442,608,1444,740,56
525,1643,596,68,159,0.06,1660,531,1660,551,1640,661,57
525,1339,722,82,167,5.85,1296,665,1304,682,1382,786,58
525,1281,770,60,170,2.69,1311,847,1305,832,1254,699,59
525,1068,981,80,171,4.79,996,982,1016,996,1142,961,60
525,1319,610,62,190,4.07,1259,666,1277,644,1386,556,61
525,1328,809,86,162,5.51,1297,741,1314,760,1386,851,62
525,1299,877,68,106,2.3,1317,920,1326,886,1267,840,63
525,904,417,75,151,3.13,899,483,898,466,914,357,64
525,880,733,108,177,0.02,861,654,851,680,850,815,65
525,1011,939,134,185,5.33,928,930,942,952,1092,979,67
525,1011,939,134,185,5.33,965,862,994,870,1107,945,67
525,1034,902,69,182,5.27,965,862,994,870,1107,945,68
525,1087,1001,113,209,4.91,996,982,1016,996,1142,961,69
525,1087,1001,113,209,4.91,1006,1008,1033,1028,1148,1036,69
525,955,990,96,177,1.75,1023,1037,996,1024,875,958,70
525,1551,856,72,127,1.8,1609,868,1605,866,1508,844,71
525,1859,546,68,126,2.64,1882,591,1887,573,1848,494,72
525,1891,517,55,120,3.13,1908,566,1916,551,1879,467,73
525,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
525,1779,500,76,101,1.48,1822,484,1813,490,1740,488,75
525,1792,612,52,131,1.25,1846,594,1839,597,1778,616,76
525,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
525,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
525,51,1051,53,52,1.5,68,1040,53,1041,32,1076,81
525,21,492,42,91,3.14,16,531,12,517,12,450,166
525,795,433,136,95,4.66,762,470,784,471,836,381,194
525,209,818,58,131,1.83,261,847,240,842,157,808,219
525,38,328,43,85,0.03,30,292,30,294,31,351,344
525,349,562,64,132,3.34,342,625,336,608,349,502,202
525,180,681,40,98,0.06,180,642,178,647,177,718,346
525,124,290,40,59,4.6,102,302,103,292,141,280,350
525,1760,994,61,100,5.22,1728,969,1743,976,1805,999,356
525,26,794,41,48,1.57,45,805,32,805,6,795,360
525,19,969,38,79,3.12,20,1002,11,989,0,943,362
525,46,462,56,107,3.1,30,512,27,497,47,417,364
525,90,423,40,87,2.48,109,458,105,452,66,402,366
525,261,808,77,132,2.04,297,847,277,840,222,755,368
526,120,379,56,89,0.8,138,342,133,345,97,403,1
526,79,317,48,88,3.06,87,350,82,332,61,282,7
526,234,365,71,123,3.24,224,414,212,396,232,309,8
526,442,725,73,147,5.48,389,685,392,694,476,766,9
526,207,486,55,136,3.01,213,538,197,519,206,425,11
526,296,301,60,100,1.26,332,301,316,289,257,311,12
526,355,291,65,97,5.04,311,278,319,282,401,285,13
526,412,300,65,129,1.04,464,275,440,276,372,335,14
526,501,296,51,123,4.82,443,304,453,296,554,296,15
526,625,330,106,163,4.78,554,318,572,302,687,315,16
526,607,477,58,129,5.74,577,434,578,440,631,506,17
526,602,926,76,148,5.16,543,907,550,913,654,967,18
526,325,771,54,124,6.16,319,712,319,720,320,821,19
526,258,287,56,99,1.17,298,282,280,273,219,308,20
526,404,573,77,134,3.42,372,630,373,624,409,517,21
526,381,772,75,139,6.13,370,715,363,720,373,828,23
526,710,856,82,168,5.54,660,815,664,821,761,899,24
526,587,410,99,206,0.6,632,327,617,345,531,437,25
526,283,792,46,88,6.09,274,750,275,754,288,824,26
526,450,653,57,137,4.7,388,655,393,654,488,652,27
526,477,385,61,149,0.31,510,324,497,334,444,441,29
526,434,343,58,125,4.4,391,375,393,350,486,321,31
526,164,747,47,113,6.09,159,694,151,718,164,801,32
526,273,365,51,128,0.89,320,336,300,334,236,399,35
526,734,567,89,145,4.22,689,604,698,599,782,524,36
526,537,360,67,152,0.23,555,297,541,317,506,424,38
526,887,577,76,196,3.18,883,659,871,628,898,487,39
526,1134,663,69,110,3.19,1126,716,1127,710,1134,610,40
526,875,894,130,162,3.35,836,957,818,925,862,822,41
526,1470,680,58,163,3.21,1451,749,1473,724,1466,609,42
526,1120,351,68,182,1.71,1199,359,1181,351,1041,338,43
526,1323,381,71,166,5.0,1251,359,1276,355,1397,403,44
526,1558,727,78,190,3.23,1562,815,1575,797,1572,662,45
526,918,616,79,184,3.37,932,694,920,670,929,532,46
526,1264,408,70,183,5.14,1188,380,1213,372,1336,434,47
526,951,743,75,180,4.48,876,769,896,765,1021,705,48
526,1617,528,78,139,3.41,1605,590,1626,580,1648,478,49
526,1580,481,69,150,1.94,1638,520,1640,507,1560,453,50
526,1584,438,56,159,2.07,1642,483,1637,474,1564,405,51
526,1594,672,64,162,3.13,1604,744,1609,722,1579,599,52
526,1599,747,59,155,3.32,1581,813,1594,797,1608,674,53
526,1534,746,58,179,3.28,1521,820,1528,803,1541,666,54
526,1477,703,115,188,0.02,1506,617,1519,649,1492,779,55
526,1412,681,86,230,0.14,1426,577,1442,608,1444,740,56
526,1643,596,68,159,0.06,1660,531,1660,551,1640,661,57
526,1339,722,82,167,5.85,1296,665,1304,682,1382,786,58
526,1281,770,60,170,2.69,1311,847,1305,832,1254,699,59
526,1068,981,80,171,4.79,996,982,1016,996,1142,961,60
526,1319,610,62,190,4.07,1258,664,1276,644,1386,555,61
526,1328,809,86,162,5.51,1297,741,1314,760,1386,851,62
526,1299,877,68,106,2.3,1317,920,1326,886,1267,840,63
526,904,417,75,151,3.13,910,486,897,469,914,357,64
526,880,733,108,177,0.02,861,654,851,680,850,815,65
526,1011,939,134,185,5.33,928,930,942,952,1092,979,67
526,1011,939,134,185,5.33,965,862,994,870,1107,945,67
526,1034,902,69,182,5.27,965,862,994,870,1107,945,68
526,1087,1001,113,209,4.91,996,982,1016,996,1142,961,69
526,1087,1001,113,209,4.91,1006,1008,1033,1028,1148,1036,69
526,955,990,96,177,1.75,1023,1037,996,1024,875,958,70
526,1551,856,72,127,1.8,1609,868,1605,866,1508,844,71
526,1859,546,68,126,2.64,1882,591,1887,573,1848,494,72
526,1891,517,55,120,3.13,1908,566,1916,551,1879,467,73
526,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
526,1779,500,76,101,1.48,1822,484,1813,490,1740,488,75
526,1792,612,52,131,1.25,1846,594,1839,597,1778,616,76
526,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
526,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
526,21,492,42,91,3.14,16,531,12,517,12,450,166
526,795,433,136,95,4.66,762,470,784,471,836,381,194
526,209,818,58,131,1.83,261,847,240,842,157,808,219
526,38,328,43,85,0.03,30,292,30,294,31,351,344
526,349,562,64,132,3.34,345,625,340,612,349,502,202
526,180,681,40,98,0.06,180,642,178,647,177,718,346
526,124,290,40,59,4.6,102,302,103,292,141,280,350
526,1760,995,62,100,5.22,1728,969,1743,976,1805,999,356
526,26,794,40,48,1.57,45,805,32,805,6,795,360
526,19,969,38,79,3.12,20,1002,11,989,0,943,362
526,46,464,56,110,3.1,30,512,27,497,47,417,364
526,90,423,40,87,2.48,109,458,105,452,66,402,366
526,291,843,64,154,1.92,353,867,330,863,240,806,368
527,120,379,56,89,0.8,138,342,133,345,97,403,1
527,79,317,48,88,3.06,87,350,82,332,61,282,7
527,235,365,71,123,3.24,224,414,212,396,232,309,8
527,442,725,73,147,5.48,389,685,392,694,476,766,9
527,207,486,55,136,3.01,213,538,197,519,206,425,11
527,296,301,60,100,1.26,332,301,316,289,257,311,12
527,355,291,65,97,5.04,311,278,319,282,401,285,13
527,412,300,65,129,1.04,464,275,440,276,372,335,14
527,501,296,51,123,4.82,443,304,453,296,554,296,15
527,625,330,106,163,4.78,554,318,572,302,687,315,16
527,607,477,58,129,5.74,581,424,582,429,626,499,17
527,602,927,76,148,5.16,542,907,550,913,654,967,18
527,325,774,54,131,6.16,319,712,319,720,318,825,19
527,258,286,55,99,1.17,298,282,280,273,219,308,20
527,404,573,77,134,3.42,372,630,373,624,409,517,21
527,381,773,75,142,6.13,370,715,363,720,373,828,23
527,709,857,79,168,5.48,656,817,662,823,761,899,24
527,587,410,99,206,0.6,633,337,617,345,531,437,25
527,282,790,46,83,6.09,274,750,275,754,290,818,26
527,450,653,57,137,4.7,388,655,393,654,488,652,27
527,477,385,61,149,0.31,510,325,497,334,444,441,29
527,434,343,58,125,4.4,391,375,393,350,486,321,31
527,164,747,47,113,6.09,159,694,151,718,164,801,32
527,273,365,51,128,0.89,320,336,300,334,236,399,35
527,731,569,89,152,4.22,684,601,691,594,777,518,36
527,537,360,67,152,0.23,555,297,541,317,506,424,38
527,887,577,76,196,3.18,883,659,871,628,898,487,39
527,1134,663,69,110,3.19,1126,716,1127,710,1134,610,40
527,875,894,130,162,3.35,836,957,818,925,862,822,41
527,1470,680,58,163,3.21,1451,749,1473,724,1466,609,42
527,1120,351,68,182,1.71,1199,359,1181,351,1041,338,43
527,1323,381,71,166,5.0,1251,359,1276,355,1397,403,44
527,1559,727,80,190,3.23,1562,815,1575,797,1572,662,45
527,918,616,79,184,3.37,932,694,920,670,929,532,46
527,1264,408,70,183,5.14,1188,380,1213,372,1336,434,47
527,960,745,75,179,4.39,890,775,900,768,1027,706,48
527,1616,531,78,144,3.41,1605,590,1626,580,1648,478,49
527,1580,481,69,150,1.94,1638,520,1640,507,1560,453,50
527,1583,441,50,159,2.07,1643,483,1637,474,1559,411,51
527,1594,672,64,162,3.13,1604,744,1609,722,1579,599,52
527,1599,747,59,155,3.32,1581,813,1594,797,1608,674,53
527,1534,746,58,179,3.28,1521,820,1528,803,1541,666,54
527,1477,703,115,188,0.02,1506,617,1519,649,1492,779,55
527,1412,681,86,230,0.14,1426,577,1442,608,1444,740,56
527,1643,596,68,159,0.06,1660,531,1660,551,1640,661,57
527,1339,722,82,167,5.85,1296,665,1304,682,1382,786,58
527,1281,770,60,170,2.69,1311,847,1305,832,1254,699,59
527,1068,981,80,170,4.79,996,982,1016,996,1142,961,60
527,1319,610,62,190,4.07,1259,664,1279,644,1387,555,61
527,1328,809,86,162,5.51,1297,741,1314,760,1386,851,62
527,1299,877,68,106,2.3,1317,920,1326,886,1267,840,63
527,904,417,75,151,3.13,910,486,897,469,914,357,64
527,880,733,108,177,0.02,861,654,851,680,850,815,65
527,1011,939,134,185,5.33,928,930,942,952,1092,979,67
527,1011,939,134,185,5.33,965,862,994,870,1107,945,67
527,1034,902,69,182,5.27,965,862,994,870,1107,945,68
527,1087,1001,113,209,4.91,996,982,1016,996,1142,961,69
527,1087,1001,113,209,4.91,1006,1008,1033,1028,1148,1036,69
527,955,990,96,177,1.75,1023,1037,996,1024,875,958,70
527,1551,856,72,127,1.8,1609,868,1605,866,1508,844,71
527,1859,546,68,126,2.64,1882,591,1887,573,1848,494,72
527,1891,517,55,120,3.13,1908,566,1916,551,1879,467,73
527,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
527,1779,500,76,101,1.48,1822,484,1813,490,1740,488,75
527,1792,612,52,131,1.25,1846,594,1839,597,1778,616,76
527,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
527,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
527,21,492,42,91,3.14,16,531,12,517,12,450,166
527,795,433,136,95,4.66,762,470,784,471,836,381,194
527,209,818,58,131,1.83,261,847,240,842,157,808,219
527,38,328,43,85,0.03,30,292,30,294,31,351,344
527,349,562,64,132,3.34,346,623,342,611,349,502,202
527,180,681,40,98,0.06,180,642,178,647,177,718,346
527,124,290,40,59,4.6,102,302,103,292,141,280,350
527,1759,998,68,100,5.22,1726,975,1742,980,1805,1000,356
527,26,795,39,48,1.57,45,805,32,805,6,795,360
527,19,969,38,79,3.12,20,1002,11,989,0,943,362
527,46,465,56,113,3.1,30,512,27,497,47,417,364
527,90,423,40,87,2.48,109,458,105,452,66,402,366
527,315,855,59,140,1.6,373,857,346,859,258,835,368
528,127,371,56,108,0.73,150,324,144,333,99,405,1
528,79,317,48,88,3.06,87,350,82,332,61,282,7
528,234,365,71,123,3.24,224,414,212,396,232,309,8
528,442,725,73,147,5.48,389,685,392,694,476,766,9
528,207,486,55,136,3.01,213,538,197,519,206,425,11
528,296,301,60,100,1.26,332,301,316,289,257,311,12
528,355,291,65,97,5.04,311,278,319,282,401,285,13
528,412,300,65,129,1.04,464,275,440,276,372,335,14
528,501,296,51,123,4.82,443,304,453,296,554,296,15
528,625,330,106,163,4.78,554,318,572,302,687,315,16
528,607,477,58,129,5.74,581,424,582,429,630,506,17
528,602,927,76,148,5.16,542,905,550,913,654,967,18
528,325,777,54,136,6.16,319,712,319,720,326,836,19
528,258,287,56,99,1.17,298,282,280,273,219,308,20
528,404,573,77,134,3.42,372,630,373,624,409,517,21
528,381,773,75,142,6.13,370,715,363,720,373,828,23
528,706,853,73,159,-0.86,656,817,662,823,761,899,24
528,587,410,99,206,0.6,630,325,614,345,532,437,25
528,282,790,46,83,6.09,274,750,275,754,290,818,26
528,450,653,57,137,4.7,388,648,392,648,488,652,27
528,477,385,61,149,0.31,510,325,497,334,444,441,29
528,434,343,58,125,4.4,391,375,393,350,486,321,31
528,164,747,47,113,6.09,159,694,151,718,164,801,32
528,273,365,51,128,0.89,320,336,300,334,236,399,35
528,731,569,89,152,4.22,685,601,689,598,778,519,36
528,260,817,46,94,5.32,228,798,233,813,303,830,37
528,537,360,67,152,0.23,555,297,541,317,505,425,38
528,887,577,76,196,3.18,883,659,871,628,898,487,39
528,1134,663,69,110,3.19,1126,716,1127,710,1134,610,40
528,875,894,130,162,3.35,836,957,818,925,862,822,41
528,1470,680,58,163,3.21,1451,749,1473,724,1466,609,42
528,1120,351,68,182,1.71,1199,359,1181,351,1041,338,43
528,1323,381,71,166,5.0,1251,359,1276,355,1397,403,44
528,1558,727,79,190,3.23,1562,815,1575,797,1572,662,45
528,918,616,79,184,3.37,932,694,920,670,929,532,46
528,1264,408,70,183,5.14,1188,380,1213,372,1336,434,47
528,961,748,71,179,4.17,916,797,915,780,1027,705,48
528,1616,531,78,144,3.41,1605,590,1626,580,1648,478,49
528,1580,481,69,150,1.94,1636,527,1635,510,1560,453,50
528,1584,438,56,159,2.07,1643,479,1637,474,1559,411,51
528,1594,672,64,162,3.13,1604,744,1609,722,1579,599,52
528,1599,747,59,155,3.32,1581,813,1594,797,1608,674,53
528,1534,746,58,179,3.28,1521,820,1528,803,1541,666,54
528,1477,703,115,188,0.02,1506,617,1519,649,1492,779,55
528,1412,681,86,230,0.14,1426,577,1442,608,1444,740,56
528,1643,596,68,159,0.06,1660,531,1660,551,1640,661,57
528,1339,722,82,167,5.85,1296,665,1304,682,1382,786,58
528,1281,770,60,170,2.69,1311,847,1305,832,1254,699,59
528,1068,981,80,171,4.79,996,982,1016,996,1142,961,60
528,1319,610,62,190,4.07,1260,664,1278,643,1387,555,61
528,1328,809,86,162,5.51,1297,741,1314,760,1386,851,62
528,1299,877,68,106,2.3,1317,920,1326,886,1267,840,63
528,904,417,75,151,3.13,910,486,897,469,914,357,64
528,880,733,108,177,0.02,861,654,851,680,850,815,65
528,1011,939,134,185,5.33,928,930,942,952,1092,979,67
528,1011,939,134,185,5.33,965,862,994,870,1107,945,67
528,1034,902,69,182,5.27,965,862,994,870,1107,945,68
528,1087,1001,113,209,4.91,996,982,1016,996,1142,961,69
528,1087,1001,113,209,4.91,1006,1008,1033,1028,1148,1036,69
528,955,990,96,177,1.75,1023,1037,996,1024,875,958,70
528,1551,856,72,127,1.8,1609,868,1605,866,1508,844,71
528,1859,546,68,126,2.64,1882,591,1887,573,1848,494,72
528,1891,517,55,120,3.13,1908,566,1916,551,1879,467,73
528,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
528,1779,500,76,101,1.48,1822,484,1813,490,1740,488,75
528,1792,612,52,131,1.25,1846,594,1839,597,1778,616,76
528,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
528,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
528,59,1063,33,56,1.56,86,1064,74,1063,39,1063,81
528,21,492,42,91,3.14,16,531,12,517,12,450,166
528,795,433,136,95,4.66,762,470,784,471,836,381,194
528,209,818,58,131,1.83,261,847,240,842,157,808,219
528,38,326,43,91,0.03,30,286,29,291,31,351,344
528,349,562,64,132,3.34,348,623,343,610,349,502,202
528,180,681,40,98,0.06,180,642,178,647,177,718,346
528,124,290,40,59,4.6,102,302,103,292,141,280,350
528,1759,998,68,100,5.22,1726,975,1742,980,1805,1000,356
528,28,795,39,52,1.57,49,800,39,799,6,795,360
528,19,969,38,79,3.12,20,1002,11,989,0,943,362
528,46,465,56,112,3.1,30,512,27,497,47,421,364
528,90,423,40,87,2.48,109,458,105,452,66,402,366
528,325,852,59,136,1.44,380,842,361,851,267,848,368
529,124,375,56,99,0.73,146,331,142,334,98,405,1
529,79,317,48,88,3.06,87,350,82,332,61,282,7
529,234,365,72,123,3.24,224,414,212,396,232,309,8
529,442,725,73,147,5.48,389,685,392,694,476,766,9
529,207,486,55,136,3.01,213,538,197,519,206,425,11
529,296,301,60,100,1.26,332,301,316,289,257,311,12
529,355,291,65,97,5.04,311,278,319,282,401,285,13
529,412,300,65,129,1.04,464,275,440,276,372,335,14
529,501,296,51,123,4.82,443,304,453,296,554,296,15
529,625,330,106,163,4.78,554,318,572,302,687,315,16
529,607,477,58,129,5.74,581,424,582,429,633,509,17
529,602,927,76,148,5.16,544,894,550,908,654,967,18
529,326,773,50,129,6.16,319,712,319,720,331,831,19
529,258,287,56,99,1.17,298,282,280,273,219,308,20
529,404,573,77,134,3.42,372,630,373,624,409,517,21
529,381,770,75,135,6.13,370,715,363,720,373,828,23
529,706,853,74,159,5.42,656,817,662,823,761,899,24
529,587,410,99,206,0.6,629,332,614,345,532,437,25
529,282,790,45,83,6.09,274,750,275,754,288,818,26
529,450,653,57,137,4.7,388,648,392,648,488,652,27
529,477,385,61,149,0.31,510,325,497,334,444,441,29
529,434,343,58,125,4.4,391,375,393,350,486,321,31
529,164,747,47,113,6.09,159,694,151,718,164,801,32
529,273,365,51,128,0.89,320,336,300,334,236,399,35
529,731,569,89,152,4.22,685,601,689,598,775,518,36
529,263,820,46,102,5.32,228,797,232,811,313,832,37
529,537,360,67,152,0.23,555,297,541,317,505,425,38
529,887,577,76,196,3.18,883,659,871,628,898,487,39
529,1134,663,69,110,3.19,1126,716,1127,710,1134,610,40
529,875,894,130,162,3.35,836,957,818,925,862,822,41
529,1470,680,58,163,3.21,1451,749,1473,724,1466,609,42
529,1120,351,68,182,1.71,1199,359,1181,351,1041,338,43
529,1323,381,71,166,5.0,1251,359,1276,355,1397,403,44
529,1558,727,78,190,3.23,1562,815,1575,797,1572,662,45
529,918,616,79,184,3.37,932,694,920,670,929,532,46
529,1264,408,70,183,5.14,1188,380,1213,372,1336,434,47
529,962,752,63,175,4.05,915,806,914,790,1027,705,48
529,1616,531,78,144,3.41,1605,590,1626,580,1648,478,49
529,1580,481,69,150,1.94,1639,527,1638,508,1560,453,50
529,1584,438,56,159,2.07,1644,476,1641,471,1559,411,51
529,1594,672,64,162,3.13,1604,744,1609,722,1579,598,52
529,1599,747,59,155,3.32,1581,813,1594,797,1608,674,53
529,1534,746,58,179,3.28,1521,820,1528,803,1541,666,54
529,1477,703,115,188,0.02,1506,617,1519,649,1492,779,55
529,1412,681,86,230,0.14,1426,577,1442,608,1444,740,56
529,1643,596,68,159,0.06,1660,531,1660,551,1640,661,57
529,1339,722,82,167,5.85,1296,665,1304,682,1382,786,58
529,1281,770,60,170,2.69,1311,847,1305,832,1254,699,59
529,1068,981,80,171,4.79,996,982,1016,996,1142,961,60
529,1319,610,62,190,4.07,1261,664,1280,642,1386,555,61
529,1328,809,86,162,5.51,1297,741,1314,760,1386,851,62
529,1299,877,68,106,2.3,1317,920,1326,886,1267,840,63
529,904,417,75,151,3.13,910,486,897,469,914,357,64
529,880,733,108,177,0.02,861,654,851,680,850,815,65
529,1011,939,134,185,5.33,928,930,942,952,1092,979,67
529,1011,939,134,185,5.33,965,862,994,870,1107,945,67
529,1034,902,69,182,5.27,965,862,994,870,1107,945,68
529,1087,1001,113,209,4.91,996,982,1016,996,1142,961,69
529,1087,1001,113,209,4.91,1006,1008,1033,1028,1148,1036,69
529,955,990,96,177,1.75,1023,1037,996,1024,875,958,70
529,1551,856,72,127,1.8,1609,868,1605,866,1508,844,71
529,1859,546,68,126,2.64,1882,591,1887,573,1848,494,72
529,1891,517,55,120,3.13,1908,566,1916,551,1879,467,73
529,1822,510,60,114,0.65,1841,463,1848,483,1809,561,74
529,1779,500,76,101,1.48,1822,484,1813,490,1740,488,75
529,1792,612,52,131,1.25,1846,594,1839,597,1778,616,76
529,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
529,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
529,59,1063,33,56,1.56,86,1064,82,1064,43,1057,81
529,21,492,42,91,3.14,16,531,12,517,12,450,166
529,795,433,136,95,4.66,762,470,784,471,836,381,194
529,209,818,58,131,1.83,261,847,240,842,157,808,219
529,38,326,43,91,0.03,30,286,29,291,31,351,344
529,349,562,64,132,3.34,349,624,346,613,349,502,202
529,180,681,40,98,0.06,180,642,178,647,177,718,346
529,124,290,40,59,4.6,102,302,103,292,141,280,350
529,1758,998,69,100,5.22,1726,975,1742,980,1805,1000,356
529,31,795,39,44,1.57,52,798,44,797,11,794,360
529,19,969,38,79,3.12,20,1002,11,989,0,943,362
